date|bullish_index|bearish_index|bull_bear_difference|no_bull_tweets|no_bear_tweets
2015-02-24|1.662619|1.661796|0.000823|607|334
2015-02-25|1.617578|1.846004|-0.228426|644|503
2015-02-26|1.667844|1.704234|-0.03639|770|444
2015-02-27|1.777791|1.732778|0.045013|430|306
2015-02-28|1.726512|1.768182|-0.04167|43|22
2015-03-01|1.590274|1.448837|0.141437|73|43
2015-03-02|1.703729|1.754257|-0.050529|354|202
2015-03-03|1.724064|1.774157|-0.050093|342|178
2015-03-04|1.764608|1.856425|-0.091817|306|193
2015-03-05|1.645828|1.772984|-0.127157|580|382
2015-03-06|1.657634|1.88224|-0.224606|541|375
2015-03-07|1.727778|1.555|0.172778|45|30
2015-03-08|1.816706|1.671429|0.145277|85|42
2015-03-09|1.677247|1.921291|-0.244044|919|612
2015-03-10|1.668592|1.879506|-0.210914|611|385
2015-03-11|1.642333|1.805325|-0.162992|660|415
2015-03-12|1.622444|1.690192|-0.067748|532|261
2015-03-13|1.717983|1.782128|-0.064145|352|296
2015-03-14|1.654815|1.734167|-0.079352|54|36
2015-03-15|1.638571|2.023103|-0.384532|70|29
2015-03-16|1.876132|1.823077|0.053055|349|156
2015-03-17|1.790217|1.677913|0.112305|414|206
2015-03-18|1.820642|1.839899|-0.019257|436|199
2015-03-19|1.769542|1.835936|-0.066395|349|219
2015-03-20|1.650025|1.791205|-0.14118|398|249
2015-03-21|1.611094|1.881429|-0.270335|64|21
2015-03-22|1.788793|1.821765|-0.032972|58|34
2015-03-23|1.748352|1.774037|-0.025685|261|161
2015-03-24|1.728962|1.777166|-0.048204|260|187
2015-03-25|1.68471|1.828961|-0.144251|482|308
2015-03-26|1.722212|1.813398|-0.091186|434|206
2015-03-27|1.712821|1.90608|-0.193259|280|199
2015-03-28|1.530833|1.531905|-0.001071|36|21
2015-03-29|1.575833|1.350833|0.225|48|12
2015-03-30|1.740117|1.714226|0.02589|343|168
2015-03-31|1.603233|2.023935|-0.420702|266|216
2015-04-01|1.66389|1.863786|-0.199896|347|206
2015-04-02|1.751154|1.777913|-0.026759|286|115
2015-04-03|1.768393|2.024516|-0.256123|56|31
2015-04-04|2.014688|1.667083|0.347604|32|24
2015-04-05|1.778103|1.803611|-0.025508|58|36
2015-04-06|1.8368|1.812356|0.024444|400|174
2015-04-07|1.743473|1.939643|-0.196169|357|224
2015-04-08|1.736368|1.779953|-0.043585|402|214
2015-04-09|1.73368|1.789366|-0.055686|394|284
2015-04-10|1.81182|1.861814|-0.049994|643|419
2015-04-12|1.950348|1.8025|0.147848|115|32
2015-04-13|1.732189|1.859228|-0.127039|475|311
2015-04-14|1.725319|2.018449|-0.29313|376|187
2015-04-15|1.770833|1.806012|-0.035179|360|168
2015-04-16|1.787492|1.707303|0.080189|303|152
2015-04-17|1.802339|1.717004|0.085334|449|247
